severity	updateDate	comments	line	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-08-06T15:59:27+0700	[]	421.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=421.0, endLine=421.0, startOffset=30.0, endOffset=48.0}	1min	AWxmLp5OR3EAuKzCsiiy	b4d314230a493a0934f20870ee4758af	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	430.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=430.0, endLine=430.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsiiz	430c15d32d342cb4ce2b78157b1ea925	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	439.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=439.0, endLine=439.0, startOffset=30.0, endOffset=45.0}	1min	AWxmLp5OR3EAuKzCsii0	4fc602899eabddaa71828befb8dd92e9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	448.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=448.0, endLine=448.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsii1	37dede399769c91702cb1c40d120f902	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	457.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=457.0, endLine=457.0, startOffset=30.0, endOffset=58.0}	1min	AWxmLp5OR3EAuKzCsii2	2cfa9f44e8114bd54f3a0e0c8aab1aab	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	466.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=466.0, endLine=466.0, startOffset=30.0, endOffset=44.0}	1min	AWxmLp5OR3EAuKzCsii3	954d97ed2e6b1465b01aa2487166ea53	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	475.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=475.0, endLine=475.0, startOffset=30.0, endOffset=52.0}	1min	AWxmLp5OR3EAuKzCsii4	e3c73d1fb4725e960f32fbc65cd3283f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	484.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=484.0, endLine=484.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsii5	02073ed2ba36e3c1ae77f9b270d002a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	493.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=493.0, endLine=493.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsii6	1ad53a2f24b37144a35cd1c804ecb462	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	502.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=502.0, endLine=502.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsii7	8fd6aed296afaf662598cd63b604e069	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	511.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=511.0, endLine=511.0, startOffset=30.0, endOffset=38.0}	1min	AWxmLp5OR3EAuKzCsii8	0d51682d41f278379dcba435e6ff6b8d	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	538.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectFactory.java	[]	default-organization	{startLine=538.0, endLine=538.0, startOffset=30.0, endOffset=42.0}	1min	AWxmLp5OR3EAuKzCsii_	1ab1934084cd166ae9a9c52bb3462930	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	94.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/ObjectType.java	[]	default-organization	{startLine=94.0, endLine=94.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp4SR3EAuKzCsih3	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	100.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/PGPDataType.java	[]	default-organization	{startLine=100.0, endLine=100.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp7FR3EAuKzCsijG	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	78.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SPKIDataType.java	[]	default-organization	{startLine=78.0, endLine=78.0, startOffset=42.0, endOffset=50.0}	1min	AWxmLp8wR3EAuKzCsijN	6bdb24daea5c106577c0ca73e233bbe9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	86.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SignatureMethodType.java	[]	default-organization	{startLine=86.0, endLine=86.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp9ER3EAuKzCsijP	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SignaturePropertiesType.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=45.0, endOffset=68.0}	1min	AWxmLp-XR3EAuKzCsijT	678de5c368166e3b29ecc2e1aa49dd88	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	91.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SignaturePropertyType.java	[]	default-organization	{startLine=91.0, endLine=91.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp8LR3EAuKzCsijL	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	166.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SignatureType.java	[]	default-organization	{startLine=166.0, endLine=166.0, startOffset=34.0, endOffset=46.0}	1min	AWxmLp6iR3EAuKzCsijE	95e68d58778b40c9a2c5a0947d5e7caa	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	138.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/SignedInfoType.java	[]	default-organization	{startLine=138.0, endLine=138.0, startOffset=37.0, endOffset=52.0}	1min	AWxmLp59R3EAuKzCsijC	10791e3f0050492f78bc859b3a38e352	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	87.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/TransformType.java	[]	default-organization	{startLine=87.0, endLine=87.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp4lR3EAuKzCsih5	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	71.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/TransformsType.java	[]	default-organization	{startLine=71.0, endLine=71.0, startOffset=37.0, endOffset=52.0}	1min	AWxmLp7ZR3EAuKzCsijH	6629cc01e5264cb4499ac593617d3e39	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	95.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2000/_09/xmldsig_/X509DataType.java	[]	default-organization	{startLine=95.0, endLine=95.0, startOffset=70.0, endOffset=78.0}	1min	AWxmLp9YR3EAuKzCsijQ	360525329e99a37298cddaf71373aad6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	95.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/AgreementMethodType.java	[]	default-organization	{startLine=95.0, endLine=95.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLqAMR3EAuKzCsij3	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	92.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/EncryptionMethodType.java	[]	default-organization	{startLine=92.0, endLine=92.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLp-9R3EAuKzCsijW	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/EncryptionPropertiesType.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=46.0, endOffset=70.0}	1min	AWxmLqBTR3EAuKzCsij8	f66f50adc4d154125c3bb572340b5778	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	70.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/EncryptionPropertyType.java	[]	default-organization	{startLine=70.0, endLine=70.0, startOffset=60.0, endOffset=75.0}	1min	AWxmLqAhR3EAuKzCsij5	3d2c06a40e0c7cce96470b6da222c3ff	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	98.0	false	squid:S2293	omni-svu-connector-all	1min	"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)"	2018-02-21T07:39:05+0700	CODE_SMELL	[clumsy]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/EncryptionPropertyType.java	[]	default-organization	{startLine=98.0, endLine=98.0, startOffset=35.0, endOffset=43.0}	1min	AWxmLqAhR3EAuKzCsij6	5184aedb63dbb35b8d06dc950c05f8a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	36.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=36.0, endLine=36.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_tR3EAuKzCsija	74bf7ef3a982b784f01a79d01262bb63	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	37.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=37.0, endLine=37.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_tR3EAuKzCsijb	ff6298baa83e7534736f5a4229df7969	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	38.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=38.0, endLine=38.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_tR3EAuKzCsijc	e31f315a0c551e63ddb3a66aad8073fc	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	39.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=39.0, endLine=39.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_tR3EAuKzCsijd	d590da4840b1c49b993105059d5f182e	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	40.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=40.0, endLine=40.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_tR3EAuKzCsije	fad40e8eb45467361016f1fd0d9db088	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	41.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=41.0, endLine=41.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsijf	19c1f229cd07cb8f3134f4484475bec6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	42.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=42.0, endLine=42.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsijg	8f6f7f238cd1c5601979153e0dac758e	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	43.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=43.0, endLine=43.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsijh	f0d9901e7d796e4813ed8311b8c35d66	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	44.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=44.0, endLine=44.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsiji	fb3bf452ed73abac6535c66e5c7a274f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	47.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=47.0, endLine=47.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsijl	cc0acab5d5219922dbfea85631e61c5d	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	48.0	false	squid:ModifiersOrderCheck	omni-svu-connector-all	2min	Reorder the modifiers to comply with the Java Language Specification.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:acord-model/src/main/java/org/w3/_2001/_04/xmlenc_/ObjectFactory.java	[]	default-organization	{startLine=48.0, endLine=48.0, startOffset=18.0, endOffset=24.0}	2min	AWxmLp_uR3EAuKzCsijm	3d1980cefa2920af462d245597737d0a	OPEN
